675,Hampton Heights Gc,Hickory,NC
676,Happy Valley Gc - Happy Valley Gc,Wilson,NC
677,Beech Mountain Club,Beech Mountain,NC
678,Siler City Cc - Siler City Cc,Siler City,NC
680,Cc Of North Carolina - Inside/Outside Course,Pinehurst,NC
681,Heritage Club,Wake Forest,NC
682,Cedarcrest Gc,Mcleansville,NC
683,Raleigh Ga - Raleigh Ga,Raleigh,NC
684,Wolf Laurel Cc,Mars Hill,NC
685,Ridges,Hayesville,NC
686,Country Hills Gc,Gibsonville,NC
687,Brick Landing Gp,Ocean Isle Beach,NC
688,Meadowbrook Gc,Rutherfordton,NC
689,Elk River Club,Banner Elk,NC
690,Stonewall Gc,Germanton,NC
692,Cedar Grove Gc,Hillsborough,NC
693,Lakeshore Gc,Durham,NC
695,Lake Junaluska Gc,Waynesville,NC
696,Olde Liberty G&Cc,Youngsville,NC
697,Cross Creek Cc,Mt. Airy,NC
698,Fort Bragg  - Ryder Course,Fort Bragg,NC
699,Bentwinds Cc,Fuquay-Varina,NC
700,Wade Hampton Gc - Wade Hampton Gc,Cashiers,NC
701,Eagle Chase Gc,Marshville,NC
702,Crooked Creek Gc,Hendersonville,NC
703,Cc Of Landfall - X Course,Wilmington,NC
704,Birkdale Gc,Huntersville,NC
705,Sapphire National Gc,Sapphire,NC
706,Occoneechee Gc,Hillsborough,NC
707,Cliffwood Gc,Lumberton,NC
708,Fairmont Gc,Fairmont,NC
709,Ymca At The Pines - Ymca At The Pines,Elizabeth City,NC
710,Oakwoods Cc - Oakwoods Cc,Wilkesboro,NC
711,North Shore Cc,Sneads Ferry,NC
714,Mountain Glen Gc,Newland,NC
716,Monroeton Cc,Reidsville,NC
717,Wilmington Gc,Wilmington,NC
718,Wakefield Plantation - Plantation Nine,Raleigh,NC
719,St James Plantation - Members Club: Front To Back,Southport,NC
720,Smoky Mountain Cc,Whittier,NC
721,Castle Bay Cc,Hampstead,NC
722,Brevofield Gl,Wake Forest,NC
723,Porters Neck Cc,Wilmington,NC
724,Washington Y&Cc - Washington Y&Cc,Washington,NC
725,Cc Of Landfall - Dye Course,Wilmington,NC
726,Highlands Falls Cc,Highlands,NC
727,Kenmure Cc,Flat Rock,NC
728,Trillium Gl,Cashiers,NC
729,Glen Cannon Cc,Brevard,NC
730,Mimosa Hills G&Cc,Morganton,NC
731,Marion Lake Club,Nebo,NC
732,Garner Cc,Garner,NC
733,Bryan Park - Champions Course,Browns Summit,NC
734,Sandy Ridge Cc,Dunn,NC
735,Macgregor Downs Cc,Cary,NC
736,Treyburn Cc,Durham,NC
737,Eagle Point Gc - Eagle Point Gc,Wilmington,NC
738,12 Oaks,Holly Springs,NC
740,Twin Valley Cc,Wadesboro,NC
741,Holly Ridge Gc,Harbinger,NC
742,Eagle Creek,Moyock,NC
743,Lakewood Cc,Salemburg,NC
744,Coharie Cc,Clinton,NC
746,Winding Creek Gc,Thomasville,NC
749,River Run Cc,Davidson,NC
750,South Granville Cc,Creedmoor,NC
753,Burlingame Cc,Sapphire,NC
755,Pine Knolls Gc,Kernersville,NC
756,Silver Creek Gc,Swansboro,NC
757,Densons Creek Gc,Troy,NC
758,Springdale Cc,Canton,NC
759,Cc Of Sapphire Valley,Sapphire,NC
760,Palisades Cc - Palisades Cc,Charlotte,NC
761,Verdict Ridge G&Cc,Denver,NC
763,High Point Cc - Emerywood,High Point,NC
764,Seven Lakes Cc,Seven Lakes,NC
765,Grandfather G&Cc - Grandfather,Linville,NC
766,Forest City Municipal Gc,Forest City,NC
767,Rock Creek G&Cc - Rock Creek G&Cc,Jacksonville,NC
769,Lake Louise Gc,Mocksville,NC
771,Whiteville Cc,Whiteville,NC
772,Ole Still Gc,Hickory,NC
773,Kinston Cc,Kinston,NC
774,Wendell Cc,Wendell,NC
776,Ironwood Cc,Greenville,NC
778,Hendersonville Cc - Hendersonville Cc,Hendersonville,NC
779,River Oaks Gc,Statesville,NC
780,Chicora Cc,Dunn,NC
781,Magnolia Greens - Azalea-Magnolia,Leland,NC
782,Meadowlands Gc,Calabash,NC
784,Glen Oaks Gc,Maiden,NC
785,Etowah Valley Cc - South To West,Etowah,NC
786,Etowah Valley Cc - West To North,Etowah,NC
787,Etowah Valley Cc - North To South,Etowah,NC
788,Linville Land Harbor Gc - Linville Land Harbor Gc,Linville,NC
789,Cedarbrook Cc,Elkin,NC
790,Wildwood Green Gc - Wildwood Green Gc,Raleigh,NC
791,Bear Trail At Southwest Plantation,Jacksonville,NC
795,New River Cc,Sparta,NC
796,Carolina Club,Grandy,NC
797,Currituck Club - Currituck Club,Corolla,NC
798,Cardinal Cc,Pine Level,NC
799,Red Fox Cc,Tryon,NC
800,Lake Hickory Cc - Town,Hickory,NC
802,Cashie G&Cc,Windsor,NC
803,Sapona Ridge Cc,Lexington,NC
804,Pearl Gl - West Course,Sunset Beach,NC
805,Pearl Gl - East Course,Sunset Beach,NC
806,Diamond Creek,Banner Elk,NC
807,Cramer Mountain Cc,Cramerton,NC
808,Peninsula Club,Cornelius,NC
809,Falls Village Golf Club,Durham,NC
812,Reedy Creek Cc,Four Oaks,NC
813,Timberlake Gc - Timberlake Gc,Clinton,NC
814,Pointe Gc,Powells Point,NC
815,Longview,Weddington,NC
816,Magnolia Greens - Magnolia-Camellia,Leland,NC
817,Magnolia Greens - Camellia-Azalea,Leland,NC
818,Sea Scape Gl,Kitty Hawk,NC
819,Pinewild Cc - Magnolia Course,Pinehurst,NC
820,Old Town Club,Winston-Salem,NC
821,Quail Ridge Gc - Quail Ridge Gc,Sanford,NC
822,Piney Point Gc,Norwood,NC
823,Paradise Point Gc - Gold Course,Camp Lejeune,NC
824,Roxboro Cc,Roxboro,NC
826,Mallard Head Cc,Mooresville,NC
827,Catawba Creek Gc,Gastonia,NC
828,Greenville Cc,Greenville,NC
830,Cypress Creek Gl,Laurinburg,NC
831,Longleaf G&Fc - Longleaf G&Fc,Pinehurst,NC
832,Pilot Knob Park Cc,Pilot Mountain,NC
833,Scothurst Gc - Scothurst Gc,Lumber Bridge,NC
834,Riegelwood Cc,Riegelwood,NC
838,Cleveland Cc,Shelby,NC
840,Biltmore Forest Cc,Biltmore,NC
841,Maggie Valley Club,Maggie Valley,NC
842,Echo Farms G&Cc,Wilmington,NC
843,Carolina Shores Gc,Calabash,NC
844,Gates Four Cc,Fayetteville,NC
845,Bluff Gc,Pine Bluff,NC
846,Oak Valley Gc - Oak Valley Gc,Advance,NC
847,Westport Gc,Denver,NC
848,Jefferson Landing Club,Jefferson,NC
849,Silver Creek Plantation,Morganton,NC
852,Salem Glen Cc - Salem Glen Cc,Clemmons,NC
853,Bermuda Run Cc - West Course,Bermuda Run,NC
854,Methodist University Gc,Fayetteville,NC
855,Pine Island Cc - Pine Island Cc,Charlotte,NC
856,High Vista Cc - High Vista Cc,Arden,NC
857,Chapel Hill Cc - Chapel Hill Cc,Chapel Hill,NC
858,Asheville Gc - Asheville Gc,Asheville,NC
859,Champion Hills Club,Hendersonville,NC
861,Mill Creek,Franklin,NC
862,Quaker Meadows Gc - Quaker Meadows Gc,Morganton,NC
863,Bradford Creek Gc,Greenville,NC
864,Roaring Gap Club,Roaring Gap,NC
867,High Meadows Cc,Roaring Gap,NC
868,Raintree Cc - North Course,Charlotte,NC
869,Emerald Lake Gc,Matthews,NC
870,Crooked Tree Gc,Browns Summit,NC
871,Grassy Creek G&Cc - Grassy Creek G&Cc,Spruce Pine,NC
872,Olde Beau Gc,Roaring Gap,NC
874,Greensboro National Gc,Summerfield,NC
875,Mooresville Gc,Mooresville,NC
876,Sherwood Forest Gc,Cedar Mountain,NC
877,Skybrook Gc,Huntersville,NC
878,Pine Lake Cc,Charlotte,NC
879,Highland Creek Gc,Charlotte,NC
880,Ocean Ridge Plantation - Panther'S Run Course,Sunset Beach,NC
881,Ocean Ridge Plantation - Lion'S Paw Course,Sunset Beach,NC
882,Carmel Cc - North Course,Charlotte,NC
883,River Landing - Landing Course,Wallace,NC
885,Wolf Creek Gc - Wolf Creek Gc,Reidsville,NC
886,Legacy Gl,Aberdeen,NC
888,Emerald Gc - Emerald Gc,New Bern,NC
889,Mid Pines Club,Southern Pines,NC
890,Cummings Cove Cc,Hendersonville,NC
891,Sandpiper Bay G&Cc - Sand To Piper,Sunset Beach,NC
892,Sandpiper Bay G&Cc - Piper To Bay,Sunset Beach,NC
893,Sandpiper Bay G&Cc - Bay To Sand,Sunset Beach,NC
894,River Landing - River Course,Wallace,NC
895,Providence Cc,Charlotte,NC
896,Maccripine Cc,Pinetops,NC
897,Wilson Cc,Wilson,NC
898,Mountain Air Cc,Burnsville,NC
899,Taberna Cc,New Bern,NC
900,Twin Oaks Gc,Statesville,NC
901,Cabarrus Cc,Concord,NC
902,Charles T. Myers Gc,Charlotte,NC
904,Renaissance Park Gc,Charlotte,NC
906,Preserve At Jordan Lake Gc,Chapel Hill,NC
907,Greensboro Cc - Irving Park,Greensboro,NC
909,Cc Of The Crystal Coast,Pine Knoll Shores,NC
910,Meadowlands Gc,Winston-Salem,NC
912,Crossings Gc,Durham,NC
914,Southwick Gc,Graham,NC
915,Pennrose Park,Reidsville,NC
918,Duke University Gc,Durham,NC
919,Cc Of Whispering Pines - Pines Course,Whispering Pines,NC
920,Cc Of Whispering Pines - River Course,Whispering Pines,NC
925,Raleigh Cc - Raleigh Cc,Raleigh,NC
926,Linville Gc,Linville,NC
927,Hound Ears,Blowing Rock,NC
928,Peachtree Hills Cc,Spring Hope,NC
930,Cleghorn G&Sc,Rutherfordton,NC
932,Pinewild Cc - Holly Course,Pinehurst,NC
933,Chatuge Shores Gc,Hayesville,NC
934,River Bend Y.M.C.A. Gc,Shelby,NC
935,Carolina Cc,Raleigh,NC
936,Winston Lake Gc,Winston-Salem,NC
937,Larkhaven Gc,Charlotte,NC
939,Talamore,Southern Pines,NC
940,Farmstead Gl,Calabash,NC
941,Mid South Club,Pinehurst,NC
942,Cypress Lakes Gc,Hope Mills,NC
943,Prestonwood Cc - Highlands,Cary,NC
944,Prestonwood Cc - Fairways,Cary,NC
945,River Ridge Gc,Raleigh,NC
946,Foxfire Resort - Grey Course,Foxfire,NC
947,Foxfire Resort - Red Course,Foxfire,NC
948,Twin Lakes Gc,Chapel Hill,NC
949,Knollwood Gc,Southern Pines,NC
951,Midland Cc,Pinehurst,NC
952,Pudding Ridge Gc,Mocksville,NC
953,Pinewood Cc,Asheboro,NC
954,Hemlock Gc,Walnut Cove,NC
955,Cotton Valley,Tarboro,NC
956,Mount Airy Cc,Mount Airy,NC
957,Gillespie Gc,Greensboro,NC
958,Roanoke Cc,Williamston,NC
959,Lenoir Gc,Lenoir,NC
960,Mulberry Hill,Edenton,NC
962,Brierwood Gc,Shallotte,NC
963,Vineyard Golf At White Lake,Elizabethtown,NC
964,Lexington Gc,Lexington,NC
965,Pine Needles - Pine Needles,Southern Pines,NC
966,Old Chatham Gc,Chapel Hill,NC
968,Sound Golf Links,Hertford,NC
969,Pleasant Ridge Gc,Greensboro,NC
970,Riverwood Gc - Deer Run To Riverview,Clayton,NC
971,Riverwood Gc - Meadowlands To Deer Run,Clayton,NC
972,Walnut Wood Gc,Julian,NC
973,Gaston Cc,Gastonia,NC
974,Tot Hill Farm,Asheboro,NC
975,New Bern Cc - New Bern Cc,New Bern,NC
976,Cedar Rock Cc,Lenoir,NC
979,Silo Run Gc,Boonville,NC
980,Mountain Aire Gc - Mountain Aire Gc,West Jefferson,NC
981,Bull Creek G&Cc,Louisburg,NC
982,Brier Creek Cc,Raleigh,NC
983,Sound Of Freedom Gc - Sound Of Freedom,Cherry Point,NC
984,Mount Mitchell Gc,Burnsville,NC
985,Black Mountain Gc,Black Mountain,NC
986,Cullasaja Club,Highlands,NC
987,Quaker Creek Gc,Mebane,NC
988,Tanglewood Park - Reynolds Course,Clemmons,NC
989,Boone Gc,Boone,NC
990,Carmel Cc - South Course,Charlotte,NC
991,Hedingham G&Ac,Raleigh,NC
992,Ayden G&Cc,Ayden,NC
993,Wakefield Plantation - Championship Course,Raleigh,NC
994,Eagle Ridge,Raleigh,NC
995,Olde Fort Gc,Winnabow,NC
996,Bald Head Island Cc,Bald Head Island,NC
997,Oak Hollow Gc,High Point,NC
998,Rivers Edge - Rivers Edge,Shallotte,NC
999,Carolina Trace Cc - Lake Course,Sanford,NC
1000,Carolina Trace Cc - Creek Course,Sanford,NC
1001,Sea Trail - Maples Course,Sunset Beach,NC
1002,Duck Woods Cc,Kitty Hawk,NC
1004,Mccanless Gc,Salisbury,NC
1005,Tillery Tradition,Mt. Gilead,NC
1006,Ponderosa Gc,Stoneville,NC
1007,Highland Cc,Fayetteville,NC
1008,Cc Of Salisbury,Salisbury,NC
1009,Tradition Gc,Charlotte,NC
1012,Wilshire Gc,Winston-Salem,NC
1013,Stonebridge Gc,Monroe,NC
1014,Royster Gc,Shelby,NC
1015,Crescent Gc,Salisbury,NC
1016,Morehead City Cc - Morehead City Cc,Morehead City,NC
1018,Firethorne Cc,Waxhaw,NC
1019,Cypress Landing Gc - Cypress Landing Gc,Chocowinity,NC
1020,Birchwood Cc,Nashville,NC
1022,Carolina Pines Cc,New Bern,NC
1023,Northgreen Cc,Rocky Mount,NC
1024,North River Club,Beaufort,NC
1025,Forsyth Cc,Winston-Salem,NC
1026,Irish Creek,Kannapolis,NC
1027,Sea Trail - Jones Course,Sunset Beach,NC
1028,Sea Trail - Byrd Course,Sunset Beach,NC
1029,Belmont Lake Gc,Rocky Mount,NC
1030,Blowing Rock Cc - Blowing Rock Cc,Blowing Rock,NC
1031,Catawba Cc,Newton,NC
1032,Cherokee Hills G&Cc,Murphy,NC
1033,Jacksonville Cc,Jacksonville,NC
1034,Caswell Pines Gc,Yanceyville,NC
1035,Keith Hills Cc - White To White,Buies Creek,NC
1036,Paradise Point Gc - Scarlet Course,Camp Lejeune,NC
1037,Finley Gc - Finley Gc,Chapel Hill,NC
1039,Ocean Ridge Plantation - Leopard'S Chase Course,Sunset Beach,NC
1041,Benvenue Cc,Rocky Mount,NC
1042,King'S Grant G&Cc,Fayetteville,NC
1044,River Bend G&Cc,New Bern,NC
1045,Walnut Creek Cc,Goldsboro,NC
1046,Keith Hills Cc - Orange To Black,Buies Creek,NC
1049,Madden'S On Gull Lake - Pine Beach East,Brainerd,MN
1052,Grand View Lodge - The Pines - Lakes/Woods,Nisswa,MN
1053,Grand View Lodge - The Pines - Woods/Marsh,Nisswa,MN
1054,Grand View Lodge - The Pines - Marsh/Lakes,Nisswa,MN
1055,Springfield Golf Club,Springfield,MN
1056,Madelia Golf Course,Madelia,MN
1057,Terrace View Golf Club,Mankato,MN
1058,Mayflower Country Club,Fairfax,MN
1059,Oakdale Golf Club,Buffalo Lake,MN
1060,Little Crow Country Club - Willows/Pines,Spicer,MN
1061,Little Crow Country Club - Pines/Oaks,Spicer,MN
1062,Little Crow Country Club - Oaks/Willows,Spicer,MN
1063,Albany Golf Club,Albany,MN
1064,Glen Lake Golf & Practice Center,Minnetonka,MN
1065,The Ponds At Battle Creek,Maplewood,MN
1066,The Ponds Golf Course - White/Blue,St. Francis,MN
1067,The Ponds Golf Course - Blue/Red,St. Francis,MN
1068,The Ponds Golf Course - Red/White,St. Francis,MN
1069,Minn-Iowa Golf Club,Elmore,MN
1070,Mountain Lake Golf Club,Mountain Lake,MN
1071,Oak View Golf Course- Freeborn,Freeborn,MN
1072,Fox Lake Golf Club,Sherburn,MN
1073,Jackson Golf Club,Jackson,MN
1074,Riverside Town & Country Club,Winnebago,MN
1075,Riverview Golf Course,New Richland,MN
1076,Meadowlark Country Club,Melrose,MN
1077,Fair Havens Golf Club,Menagha,MN
1078,Headwaters Golf Club,Park Rapids,MN
1079,The Vintage At Staples,Staples,MN
1080,Canby Golf Club,Canby,MN
1081,Cottonwood Country Club,Cottonwood,MN
1082,Dawson Golf Course,Dawson,MN
1083,Hendricks Golf Club,Hendricks,MN
1084,Rolling Hills Golf Club (Westbrook),West Brook,MN
1085,Tracy Country Club,Tracy,MN
1086,Bunker Hills Golf Club - North/East,Coon Rapids,MN
1087,Bunker Hills Golf Club - East/West,Coon Rapids,MN
1088,Bunker Hills Golf Club - West/North,Coon Rapids,MN
1090,Goodrich Golf Course,Maplewood,MN
1091,Wedgewood Cove Golf Club - Wedgewood Cove Golf Club,Albert Lea,MN
1092,Somerby Golf Club,Byron,MN
1093,Perham Lakeside Golf Club - Oak/Maple,Perham,MN
1094,Perham Lakeside Golf Club - Oak/Pine,Perham,MN
1095,Perham Lakeside Golf Club - Pine/Maple,Perham,MN
1096,Mount Frontenac Golf Course,Frontenac,MN
1097,Elm Creek Golf Course,Plymouth,MN
1098,Green Valley Golf Course,Lake Park,MN
1099,Hawley Golf & Country Club,Hawley,MN
1100,Lafayette Club,Minnetonka Beach,MN
1101,Lake Pepin Golf Course,Lake City,MN
1102,Green Lea Golf Course,Albert Lea,MN
1103,Windsong Farm,Independence,MN
1104,Meadow Lakes Golf Club,Rochester,MN
1105,Falcon Ridge Golf Course,Stacy,MN
1106,Kenyon Country Club,Kenyon,MN
1108,The Wilderness At Fortune Bay,Tower,MN
1109,Ely Golf Club,Ely,MN
1110,Wolfridge Golf Course,Angora,MN
1111,Zumbrota Golf Club,Zumbrota,MN
1112,Cloquet Country Club,Cloquet,MN
1113,Silver Bay Golf Course,Silver Bay,MN
1114,Superior National At Lutsen - Mountain/Canyon,Lutsen,MN
1115,Superior National At Lutsen - Canyon/River,Lutsen,MN
1116,Superior National At Lutsen - River/Mountain,Lutsen,MN
1120,Rich Spring Golf Club,Cold Spring,MN
1121,Hayden Hills Executive Golf,Dayton,MN
1122,River Oaks Golf Course- Cold Spring,Cold Spring,MN
1123,Como Golf Course,St. Paul,MN
1124,Legacy Golf,Faribault,MN
1125,Town & Country Club,St. Paul,MN
1126,Monticello Country Club,Monticello,MN
1127,The Links At Northfork,Ramsey,MN
1128,Northfield Golf Club,Northfield,MN
1129,Baker National Golf Course,Medina,MN
1133,Somerset Country Club,Mendota Heights,MN
1134,New Prague Golf Club,New Prague,MN
1135,Golden Valley Country Club - Golden Valley Country Club,Golden Valley,MN
1136,Prestwick Golf Club,Woodbury,MN
1137,Fountain Valley Golf Club,Farmington,MN
1138,Wayzata Country Club,Wayzata,MN
1139,Dellwood Country Club,Dellwood,MN
1140,Minnesota Valley Country Club,Bloomington,MN
1141,Ridgewood Golf Course,Longville,MN
1142,Alexandria Golf Club,Alexandria,MN
1143,Whitefish Golf Club,Pequot Lakes,MN
1144,Red Rock Golf Course,Hoffman,MN
1145,Wheaton Country Club,Wheaton,MN
1146,Southern Hills Golf Club,Farmington,MN
1147,Piper Hills Golf Course,Plainview,MN
1148,Ferndale Country Club,Rushford,MN
1149,Lewiston Country Club,Lewiston,MN
1150,Ma Cal Grove Country Club,Caledonia,MN
1151,Valley High Golf Club,Houston,MN
1152,Edinburgh Usa,Brooklyn Park,MN
1153,Preston Golf & Country Club,Preston,MN
1154,Chosen Valley Golf Club,Chatfield,MN
1155,Lanesboro Golf Club,Lanesboro,MN
1156,Root River Country Club,Spring Valley,MN
1157,Rivers Bend At Old Barn Resort,Preston,MN
1158,Woodhill Country Club,Wayzata,MN
1159,Pokegama Golf Course,Grand Rapids,MN
1161,Long Bow Golf Club,Walker,MN
1162,Chaska Town Course,Chaska,MN
1163,Sugarbrooke Golf Course,Grand Rapids,MN
1164,Adrian Country Club,Adrian,MN
1165,Cuyuna Rolling Hills,Deerwood,MN
1167,Ruttger'S Bay Lake Lodge - Alec'S 9,Deerwood,MN
1168,Pipestone Country Club,Pipestone,MN
1169,Luverne Country Club,Luverne,MN
1170,Marshall Golf Club,Marshall,MN
1172,Slayton Country Club,Slayton,MN
1173,Great Life Golf & Fitness - Great Life Golf & Fitness,Worthington,MN
1174,Orono Golf Course,Crystal Bay,MN
1175,Hazeltine National Golf Club,Chaska,MN
1177,Hollydale Golf Club,Plymouth,MN
1178,Lake Miltona Golf Club,Alexandria,MN
1179,Viking Meadows Golf Club,Cedar,MN
1180,Minikahda Club,Minneapolis,MN
1181,Pheasant Acres Golf Club - Pheasant Acres Golf Club,Rogers,MN
1182,Crystal Lake Golf Club,Lakeville,MN
1183,Grand National Golf Club,Hinckley,MN
1184,Black Bear Golf Course,Carlton,MN
1185,Koronis Hills Golf Club,Paynesville,MN
1186,Twenty-Nine Pines Golf Course,Mahtowa,MN
1187,Meadows Golf Course,Moorhead,MN
1188,Moorhead Country Club,Moorhead,MN
1189,Thief River Golf Club,Thief River Falls,MN
1190,Village Green Golf Club,Moorhead,MN
1191,North Links Golf Course,North Mankato,MN
1192,Glencoe Country Club,Glencoe,MN
1193,Shoreland Country Club,St. Peter,MN
1197,Dahlgreen Golf Club - Dahlgreen Golf Club,Chaska,MN
1198,Halla Greens Chanhassen Executive Gc And Dr - Halla Greens Chanhassen Executive Gc And Dr,Chanhassen,MN
1199,Detroit Cc - Pine To Palm,Detroit Lakes,MN
1200,Lida Greens Golf Course,Pelican Rapids,MN
1201,Wildflower At Fair Hills,Detroit Lakes,MN
1203,Southview Country Club,West St. Paul,MN
1204,Kimball Golf Club,Kimball,MN
1205,Buffalo Heights Golf Course,Buffalo,MN
1206,Stone Creek Golf,Foley,MN
1207,Wild Marsh Golf Club,Buffalo,MN
1208,Stones Throw Golf Course,Milaca,MN
1209,Princeton Golf Course,Princeton,MN
1210,Albion Ridges Golf Course - Rock/Granite,Annandale,MN
1211,Albion Ridges Golf Course - Granite/Boulder,Annandale,MN
1212,Albion Ridges Golf Course - Boulder/Rock,Annandale,MN
1213,Chomonix Golf Club,Lino Lakes,MN
1214,Fort Ridgely State Park Golf Course,Fairfax,MN
